# Dry Matter Yield - Marginal Land Experiments
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/465
# The newest version of the data https://data.sustainability.glbrc.org/datatables/465.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/132.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year of the growing season
# harvest_date		date of harvest or G11 sampling
# site		experiment location
# treatment		experimental treatment
# replicate		replicate nested within treatment
# crop		crop
# field_section		section of the field (entire, east, west, rainout, or ambient)
# n_treatment		nitrogen experimental treatment
# area_harvested_ft2	squareFoot	area harvested
# dry_matter_yield_mg_ha	megagramsPerHectare	yield as dry matter
# moisture_at_harvest	gramsPerHectogram	percent moisture measured at harvest
# comments		specific notes for a given row
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2014 yield calculations- Wisconsin removed the area of the ANPP sampling (3- 1m2 quadrats/plot).  Michigan did not remove the ANPP sampling area because the ANPP may not have been in the harvested area and this area was it was very minor.
#April 12, 2016- Michigan 2014 yield calculations and Michigan and Wisconsin 2015 G11 yield were corrected. 
#
year,harvest_date,site,treatment,replicate,crop,field_section,n_treatment,area_harvested_ft2,dry_matter_yield_mg_ha,moisture_at_harvest,comments
#,,,,,,,,squareFoot,megagramsPerHectare,gramsPerHectogram,
2016,2016-10-10,Wisconsin North - Rhinelander,G11,R2,historical vegetation,east,control,10.49481,3.169228,0.00,""
2016,2016-10-10,Wisconsin North - Rhinelander,G11,R2,historical vegetation,west,plus_n,10.49481,3.524784,0.00,""
2016,2016-10-10,Wisconsin North - Rhinelander,G11,R3,historical vegetation,east,control,10.49481,3.347006,0.00,""
2016,2016-10-10,Wisconsin North - Rhinelander,G11,R3,historical vegetation,west,plus_n,10.49481,3.497433,0.00,""
2016,2016-10-10,Wisconsin North - Rhinelander,G11,R4,historical vegetation,west,control,10.49481,3.736749,0.00,""
2016,2016-10-10,Wisconsin North - Rhinelander,G11,R4,historical vegetation,east,plus_n,10.49481,3.244442,0.00,""
2016,2016-10-10,Wisconsin North - Rhinelander,G5,R1,switchgrass,west,control,928,4.558109,49.92,""
2016,2016-10-10,Wisconsin North - Rhinelander,G5,R1,switchgrass,east,plus_n,960,8.047156,50.55,""
2016,2016-10-10,Wisconsin North - Rhinelander,G5,R2,switchgrass,west,control,928,10.030442,53.73,""
2016,2016-10-10,Wisconsin North - Rhinelander,G5,R2,switchgrass,east,plus_n,960,9.625218,50.59,""
2016,2016-10-10,Wisconsin North - Rhinelander,G5,R3,switchgrass,west,control,960,6.604575,54.27,""
2016,2016-10-10,Wisconsin North - Rhinelander,G5,R3,switchgrass,east,plus_n,960,8.952635,52.93,""
2016,2016-10-10,Wisconsin North - Rhinelander,G5,R4,switchgrass,east,control,960,6.389600,56.83,""
2016,2016-10-10,Wisconsin North - Rhinelander,G5,R4,switchgrass,west,plus_n,960,9.779312,54.11,""
2016,2016-10-10,Wisconsin North - Rhinelander,G6,R1,miscanthus,east,control,960,0.610759,53.81,""
2016,2016-10-10,Wisconsin North - Rhinelander,G6,R1,miscanthus,west,plus_n,960,1.250894,56.08,""
2016,2016-10-10,Wisconsin North - Rhinelander,G6,R2,miscanthus,east,control,960,0.728451,31.79,""
2016,2016-10-10,Wisconsin North - Rhinelander,G6,R2,miscanthus,west,plus_n,928,2.196834,53.08,""
2016,2016-10-10,Wisconsin North - Rhinelander,G6,R3,miscanthus,west,control,960,0.189824,25.35,""
2016,2016-10-10,Wisconsin North - Rhinelander,G6,R3,miscanthus,east,plus_n,960,2.422032,25.59,""
2016,2016-10-10,Wisconsin North - Rhinelander,G7,R1,native grasses,west,control,928,4.312562,48.77,""
2016,2016-10-10,Wisconsin North - Rhinelander,G7,R1,native grasses,east,plus_n,960,5.248874,50.62,""
2016,2016-10-10,Wisconsin North - Rhinelander,G7,R2,native grasses,east,control,960,6.193731,49.26,""
2016,2016-10-10,Wisconsin North - Rhinelander,G7,R2,native grasses,west,plus_n,960,8.522250,46.12,""
2016,2016-10-10,Wisconsin North - Rhinelander,G7,R3,native grasses,east,control,960,3.134806,48.64,""
2016,2016-10-10,Wisconsin North - Rhinelander,G7,R3,native grasses,west,plus_n,960,6.109070,47.08,""
2016,2016-10-10,Wisconsin North - Rhinelander,G7,R4,native grasses,east,control,960,3.546532,49.10,""
2016,2016-10-10,Wisconsin North - Rhinelander,G7,R4,native grasses,west,plus_n,960,6.438860,44.23,""
2016,2016-10-10,Wisconsin North - Rhinelander,G9,R1,early successional,west,control,960,3.637052,39.91,""
2016,2016-10-10,Wisconsin North - Rhinelander,G9,R1,early successional,east,plus_n,960,2.251715,47.91,""
2016,2016-10-10,Wisconsin North - Rhinelander,G9,R2,early successional,west,control,960,7.589710,45.14,""
2016,2016-10-10,Wisconsin North - Rhinelander,G9,R2,early successional,east,plus_n,960,4.486585,43.09,""
2016,2016-10-10,Wisconsin North - Rhinelander,G9,R3,early successional,east,control,960,4.386651,42.88,""
2016,2016-10-10,Wisconsin North - Rhinelander,G9,R3,early successional,west,plus_n,960,4.534144,45.31,""
2016,2016-10-10,Wisconsin North - Rhinelander,G9,R4,early successional,east,control,960,2.795770,47.65,""
2016,2016-10-10,Wisconsin North - Rhinelander,G9,R4,early successional,west,plus_n,960,2.060025,52.35,""
2016,2016-11-15,Wisconsin South - Oregon,G10,R1,restored prairie,east,control,985.6,2.574933,32.49,""
2016,2016-11-15,Wisconsin South - Oregon,G10,R1,restored prairie,west,plus_n,972.8,3.231424,30.77,""
2016,2016-11-15,Wisconsin South - Oregon,G10,R2,restored prairie,east,control,980.4,2.754556,37.85,""
2016,2016-11-15,Wisconsin South - Oregon,G10,R2,restored prairie,west,plus_n,967.5,3.628242,32.17,""
2016,2016-11-15,Wisconsin South - Oregon,G10,R3,restored prairie,west,control,967.5,4.162865,30.68,""
2016,2016-11-15,Wisconsin South - Oregon,G10,R3,restored prairie,east,plus_n,967.5,4.384788,37.04,""
2016,2016-11-15,Wisconsin South - Oregon,G10,R4,restored prairie,west,control,960,2.905041,32.00,""
2016,2016-11-15,Wisconsin South - Oregon,G10,R4,restored prairie,east,plus_n,960,3.345416,36.14,""
2016,2016-11-15,Wisconsin South - Oregon,G11,R1,historical vegetation,west,control,10.7639,4.063333,0.00,""
2016,2016-11-15,Wisconsin South - Oregon,G11,R1,historical vegetation,east,plus_n,10.7639,4.310000,0.00,""
2016,2016-11-15,Wisconsin South - Oregon,G11,R2,historical vegetation,east,control,10.7639,4.323333,0.00,""
2016,2016-11-15,Wisconsin South - Oregon,G11,R2,historical vegetation,west,plus_n,10.7639,4.690000,0.00,""
2016,2016-11-15,Wisconsin South - Oregon,G11,R3,historical vegetation,east,control,10.7639,3.730000,0.00,""
2016,2016-11-15,Wisconsin South - Oregon,G11,R3,historical vegetation,west,plus_n,10.7639,5.316666,0.00,""
2016,2016-11-15,Wisconsin South - Oregon,G11,R4,historical vegetation,east,control,10.7639,4.143333,0.00,""
2016,2016-11-15,Wisconsin South - Oregon,G11,R4,historical vegetation,west,plus_n,10.7639,4.656666,0.00,""
2016,2016-11-15,Wisconsin South - Oregon,G5,R1,switchgrass,west,control,928,8.096387,38.44,""
2016,2016-11-15,Wisconsin South - Oregon,G5,R1,switchgrass,east,plus_n,896,9.190474,36.83,""
2016,2016-11-15,Wisconsin South - Oregon,G5,R2,switchgrass,east,control,997.5,10.303986,35.03,""
2016,2016-11-15,Wisconsin South - Oregon,G5,R2,switchgrass,west,plus_n,997.5,9.634092,33.28,""
2016,2016-11-15,Wisconsin South - Oregon,G5,R3,switchgrass,east,control,935.25,10.243182,38.30,""
2016,2016-11-15,Wisconsin South - Oregon,G5,R3,switchgrass,west,plus_n,949.62,10.204730,35.97,""
2016,2016-11-15,Wisconsin South - Oregon,G5,R4,switchgrass,east,control,961.35,9.490498,39.33,""
2016,2016-11-15,Wisconsin South - Oregon,G5,R4,switchgrass,west,plus_n,961.35,9.298084,37.09,""
2016,2016-11-15,Wisconsin South - Oregon,G6,R1,miscanthus,west,control,992,20.559220,50.09,""
2016,2016-11-15,Wisconsin South - Oregon,G6,R1,miscanthus,east,plus_n,992,24.266562,48.16,""
2016,2016-11-15,Wisconsin South - Oregon,G6,R2,miscanthus,east,control,960,25.263408,52.01,""
2016,2016-11-15,Wisconsin South - Oregon,G6,R2,miscanthus,west,plus_n,960,25.176560,49.74,""
2016,2016-11-15,Wisconsin South - Oregon,G6,R3,miscanthus,west,control,975,25.536503,46.66,""
2016,2016-11-15,Wisconsin South - Oregon,G6,R3,miscanthus,east,plus_n,975,26.641495,47.94,""
2016,2016-11-15,Wisconsin South - Oregon,G6,R4,miscanthus,west,control,967.5,26.867202,48.51,""
2016,2016-11-15,Wisconsin South - Oregon,G6,R4,miscanthus,east,plus_n,967.5,25.054195,49.90,""
2016,2016-11-15,Wisconsin South - Oregon,G7,R1,native grasses,west,control,962,4.200742,32.16,""
2016,2016-11-15,Wisconsin South - Oregon,G7,R1,native grasses,east,plus_n,975,4.879600,23.27,""
2016,2016-11-15,Wisconsin South - Oregon,G7,R2,native grasses,east,control,942.5,3.433119,36.88,""
2016,2016-11-15,Wisconsin South - Oregon,G7,R2,native grasses,west,plus_n,975,1.539083,31.70,""
2016,2016-11-15,Wisconsin South - Oregon,G7,R3,native grasses,east,control,997.5,3.098215,25.53,""
2016,2016-11-15,Wisconsin South - Oregon,G7,R3,native grasses,west,plus_n,997.5,3.268105,28.97,""
2016,2016-11-15,Wisconsin South - Oregon,G7,R4,native grasses,west,control,975,3.738009,35.65,""
2016,2016-11-15,Wisconsin South - Oregon,G7,R4,native grasses,east,plus_n,962,3.427791,45.53,""
2016,2016-11-15,Wisconsin South - Oregon,G9,R1,early successional,west,control,960,2.624539,32.98,""
2016,2016-11-15,Wisconsin South - Oregon,G9,R1,early successional,east,plus_n,960,2.990217,33.19,""
2016,2016-11-15,Wisconsin South - Oregon,G9,R2,early successional,west,control,976.8,4.713638,33.12,""
2016,2016-11-15,Wisconsin South - Oregon,G9,R2,early successional,east,plus_n,990,4.784881,27.05,""
2016,2016-11-15,Wisconsin South - Oregon,G9,R3,early successional,east,control,967.5,4.931632,28.67,""
2016,2016-11-15,Wisconsin South - Oregon,G9,R3,early successional,west,plus_n,999.75,4.017568,35.73,""
2016,2016-11-15,Wisconsin South - Oregon,G9,R4,early successional,east,control,995.6,3.460115,35.27,""
2016,2016-11-15,Wisconsin South - Oregon,G9,R4,early successional,west,plus_n,982.5,4.598284,32.46,""
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G10,R1,restored prairie,south,control,960,4.336963,44.63,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G10,R1,restored prairie,north,plus_n,960,4.495343,44.93,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G10,R2,restored prairie,south,control,960,3.379243,44.86,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G10,R2,restored prairie,north,plus_n,960,3.882782,43.45,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G10,R3,restored prairie,south,control,960,3.866199,47.03,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G10,R3,restored prairie,north,plus_n,960,4.830195,45.26,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G10,R4,restored prairie,south,control,960,4.340133,49.05,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G10,R4,restored prairie,north,plus_n,960,3.354776,47.44,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,north,control,10.7639111056,1.493254,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,south,plus_n,10.7639111056,1.316224,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,north,control,10.7639111056,0.698119,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,south,plus_n,10.7639111056,0.814138,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,north,control,10.7639111056,0.545093,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R1,historical vegetation,south,plus_n,10.7639111056,0.939160,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,north,control,10.7639111056,0.393067,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,south,plus_n,10.7639111056,1.442245,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,north,control,10.7639111056,0.629107,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,south,plus_n,10.7639111056,1.917326,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,north,control,10.7639111056,0.625106,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R2,historical vegetation,south,plus_n,10.7639111056,1.650281,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,south,control,10.7639111056,0.518088,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,north,plus_n,10.7639111056,0.478081,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,south,control,10.7639111056,0.487083,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,north,plus_n,10.7639111056,0.632107,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,south,control,10.7639111056,0.877149,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R3,historical vegetation,north,plus_n,10.7639111056,1.100187,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,south,control,10.7639111056,0.669114,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,north,plus_n,10.7639111056,1.463249,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,south,control,10.7639111056,1.419241,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,north,plus_n,10.7639111056,1.084184,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,south,control,10.7639111056,1.677285,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G11,R4,historical vegetation,north,plus_n,10.7639111056,1.736295,0.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G5,R1,switchgrass,north,control,960,9.750416,53.64,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G5,R1,switchgrass,south,plus_n,960,9.923335,52.58,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G5,R2,switchgrass,south,control,960,9.215624,52.93,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G5,R2,switchgrass,north,plus_n,960,11.825752,53.03,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G5,R3,switchgrass,south,control,960,6.703790,56.06,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G5,R3,switchgrass,north,plus_n,960,10.851780,51.34,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G5,R4,switchgrass,north,control,960,7.454065,53.47,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G5,R4,switchgrass,south,plus_n,960,8.776641,55.12,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G6,R1,miscanthus,north,control,960,15.290285,52.69,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G6,R1,miscanthus,south,plus_n,960,19.096762,51.77,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G6,R2,miscanthus,north,control,960,11.771384,53.48,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G6,R2,miscanthus,south,plus_n,960,15.703120,53.88,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G6,R3,miscanthus,north,control,960,17.440485,53.09,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G6,R3,miscanthus,south,plus_n,960,15.120882,51.77,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G6,R4,miscanthus,north,control,960,12.992871,51.84,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G6,R4,miscanthus,south,plus_n,960,14.772591,53.15,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G7,R1,native grasses,south,control,960,8.856136,49.75,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G7,R1,native grasses,north,plus_n,960,8.883991,54.69,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G7,R2,native grasses,north,control,960,5.964602,47.29,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G7,R2,native grasses,south,plus_n,960,7.477219,49.39,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G7,R3,native grasses,north,control,960,6.676422,46.85,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G7,R3,native grasses,south,plus_n,960,8.052352,50.37,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G7,R4,native grasses,south,control,960,6.629708,49.57,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G7,R4,native grasses,north,plus_n,960,5.965998,54.00,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G9,R1,early successional,south,control,960,0.355110,26.50,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G9,R1,early successional,north,plus_n,960,1.096763,34.65,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G9,R2,early successional,north,control,960,2.795311,34.57,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G9,R2,early successional,south,plus_n,960,1.146662,33.69,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G9,R3,early successional,north,control,960,1.081373,40.94,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G9,R3,early successional,south,plus_n,960,1.625867,42.40,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G9,R4,early successional,south,control,960,0.689976,35.40,
2017,2017-10-17,Michigan Central - Lake City Exp. Station,G9,R4,early successional,north,plus_n,960,1.044607,35.81,
2017,2017-10-23,Michigan North - Escanaba,G10,R1,restored prairie,east,control,960,2.195183,32.56,
2017,2017-10-23,Michigan North - Escanaba,G10,R1,restored prairie,west,plus_n,960,2.114451,34.01,
2017,2017-10-23,Michigan North - Escanaba,G10,R2,restored prairie,west,control,960,1.738428,35.51,
2017,2017-10-23,Michigan North - Escanaba,G10,R2,restored prairie,east,plus_n,960,2.040341,33.14,
2017,2017-10-23,Michigan North - Escanaba,G10,R3,restored prairie,east,control,960,2.004352,34.32,
2017,2017-10-23,Michigan North - Escanaba,G10,R3,restored prairie,east,control,960,1.604937,35.60,
2017,2017-10-23,Michigan North - Escanaba,G10,R4,restored prairie,west,control,960,1.648956,37.65,
2017,2017-10-23,Michigan North - Escanaba,G10,R4,restored prairie,east,plus_n,960,1.571234,36.30,
2017,2017-10-23,Michigan North - Escanaba,G11,R1,historical vegetation,east,control,10.7639111056,2.828481,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R1,historical vegetation,west,plus_n,10.7639111056,1.137193,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R1,historical vegetation,east,control,10.7639111056,1.752298,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R1,historical vegetation,west,plus_n,10.7639111056,0.441075,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R1,historical vegetation,east,control,10.7639111056,0.954162,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R1,historical vegetation,west,plus_n,10.7639111056,1.796305,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R2,historical vegetation,east,control,10.7639111056,0.428073,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R2,historical vegetation,west,plus_n,10.7639111056,0.607103,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R2,historical vegetation,east,control,10.7639111056,0.551094,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R2,historical vegetation,west,plus_n,10.7639111056,0.577098,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R2,historical vegetation,east,control,10.7639111056,1.097187,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R2,historical vegetation,west,plus_n,10.7639111056,1.694288,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R3,historical vegetation,east,control,10.7639111056,0.738126,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R3,historical vegetation,west,plus_n,10.7639111056,0.649110,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R3,historical vegetation,east,control,10.7639111056,0.496084,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R3,historical vegetation,west,plus_n,10.7639111056,1.252213,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R3,historical vegetation,east,control,10.7639111056,0.897153,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R3,historical vegetation,west,plus_n,10.7639111056,2.162368,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R4,historical vegetation,east,control,10.7639111056,0.911155,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R4,historical vegetation,west,plus_n,10.7639111056,0.698119,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R4,historical vegetation,east,control,10.7639111056,0.507086,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R4,historical vegetation,west,plus_n,10.7639111056,0.388066,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R4,historical vegetation,east,control,10.7639111056,0.622106,0.00,
2017,2017-10-23,Michigan North - Escanaba,G11,R4,historical vegetation,west,plus_n,10.7639111056,0.377064,0.00,
2017,2017-10-23,Michigan North - Escanaba,G5,R1,switchgrass,west,control,960,9.942855,60.94,
2017,2017-10-23,Michigan North - Escanaba,G5,R1,switchgrass,east,plus_n,960,11.698905,64.14,
2017,2017-10-23,Michigan North - Escanaba,G5,R2,switchgrass,west,control,960,10.220713,58.18,
2017,2017-10-23,Michigan North - Escanaba,G5,R2,switchgrass,east,plus_n,960,10.562597,63.08,
2017,2017-10-23,Michigan North - Escanaba,G5,R3,switchgrass,east,control,960,8.627327,59.80,
2017,2017-10-23,Michigan North - Escanaba,G5,R3,switchgrass,west,plus_n,960,10.752328,61.67,
2017,2017-10-23,Michigan North - Escanaba,G5,R4,switchgrass,west,control,960,8.853029,58.46,
2017,2017-10-23,Michigan North - Escanaba,G5,R4,switchgrass,east,plus_n,960,9.895599,61.32,
2017,2017-10-23,Michigan North - Escanaba,G6,R1,miscanthus,west,control,960,16.522747,60.31,
2017,2017-10-23,Michigan North - Escanaba,G6,R1,miscanthus,east,plus_n,960,18.327607,60.09,
2017,2017-10-23,Michigan North - Escanaba,G6,R2,miscanthus,east,control,960,13.679960,60.73,
2017,2017-10-23,Michigan North - Escanaba,G6,R2,miscanthus,west,plus_n,960,14.965649,60.18,
2017,2017-10-23,Michigan North - Escanaba,G6,R3,miscanthus,west,control,960,11.888392,59.35,
2017,2017-10-23,Michigan North - Escanaba,G6,R3,miscanthus,east,plus_n,960,14.322743,59.85,
2017,2017-10-23,Michigan North - Escanaba,G6,R4,miscanthus,west,control,960,10.721532,60.89,
2017,2017-10-23,Michigan North - Escanaba,G6,R4,miscanthus,east,plus_n,960,13.004467,60.87,
2017,2017-10-23,Michigan North - Escanaba,G7,R1,native grasses,east,control,960,3.482625,40.71,
2017,2017-10-23,Michigan North - Escanaba,G7,R1,native grasses,west,plus_n,960,3.093804,41.79,
2017,2017-10-23,Michigan North - Escanaba,G7,R2,native grasses,west,control,960,1.718980,33.07,
2017,2017-10-23,Michigan North - Escanaba,G7,R2,native grasses,east,plus_n,960,1.706147,32.23,
2017,2017-10-23,Michigan North - Escanaba,G7,R3,native grasses,west,control,960,1.485095,38.53,
2017,2017-10-23,Michigan North - Escanaba,G7,R3,native grasses,east,plus_n,960,1.917302,36.10,
2017,2017-10-23,Michigan North - Escanaba,G7,R4,native grasses,west,control,960,2.519960,39.94,
2017,2017-10-23,Michigan North - Escanaba,G7,R4,native grasses,east,plus_n,960,1.950396,35.00,
2017,2017-10-23,Michigan North - Escanaba,G9,R1,early successional,west,control,960,1.351601,47.89,
2017,2017-10-23,Michigan North - Escanaba,G9,R1,early successional,east,plus_n,960,1.463145,38.79,
2017,2017-10-23,Michigan North - Escanaba,G9,R2,early successional,east,control,960,1.575588,34.78,
2017,2017-10-23,Michigan North - Escanaba,G9,R2,early successional,west,plus_n,960,1.985869,35.99,
2017,2017-10-23,Michigan North - Escanaba,G9,R3,early successional,east,control,960,1.472079,39.06,
2017,2017-10-23,Michigan North - Escanaba,G9,R3,early successional,west,plus_n,960,1.027258,32.67,
2017,2017-10-23,Michigan North - Escanaba,G9,R4,early successional,west,control,960,1.041055,32.89,
2017,2017-10-23,Michigan North - Escanaba,G9,R4,early successional,east,plus_n,960,1.272499,40.43,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G10,R1,restored prairie,west,control,480,2.616051,39.49,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G10,R1,restored prairie,east,plus_n,480,3.972913,32.66,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G10,R2,restored prairie,west,control,480,2.647210,37.29,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G10,R2,restored prairie,east,plus_n,480,3.531393,36.88,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G10,R3,restored prairie,west,control,480,1.817646,31.27,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G10,R3,restored prairie,east,plus_n,480,2.350119,34.92,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G10,R4,restored prairie,west,control,480,3.165577,44.43,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G10,R4,restored prairie,east,plus_n,480,4.025626,41.80,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,east,control,10.7639111056,1.036176,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,west,plus_n,10.7639111056,2.672454,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,east,control,10.7639111056,1.876319,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,west,plus_n,10.7639111056,2.121361,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,east,control,10.7639111056,1.500255,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R1,historical vegetation,west,plus_n,10.7639111056,2.343398,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,west,control,10.7639111056,0.341058,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,east,plus_n,10.7639111056,1.140194,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,west,control,10.7639111056,0.314053,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,east,plus_n,10.7639111056,0.976166,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,west,control,10.7639111056,0.491084,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R2,historical vegetation,east,plus_n,10.7639111056,0.725123,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R3,historical vegetation,east,control,10.7639111056,0.094016,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R3,historical vegetation,west,plus_n,10.7639111056,0.705120,0.00,
2017,2017-10-13,Michigan South - Lux Arbor Reserve,G11,R3,historical vegetation,east,control,10.7639111056,0.142024,0.00,
