# Agronomic Soil Chemistry from Deep and Surface Soil Cores- Marginal Sites
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/438
# The newest version of the data https://data.sustainability.glbrc.org/datatables/438.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/132.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# year		year soil sample was collected
# sample_date		date of soil coring
# site		Wisconsin or Michigan sampling site
# treatment		experimental treatment
# replicate		replicate nested within treatment
# campaign		sampling intent
# top_depth_cm	centimeter	upper soil sampling depth
# bottom_depth_cm	centimeter	lower soil sampling depth
# ph	dimensionless	pH of soil solution
# lime_index		indicator of potential acidity
# p_ppm	milligramsPerKilogram	phosphorus in soil
# k_ppm	milligramsPerKilogram	potassium in soil
# ca_ppm	milligramsPerKilogram	calcium in soil
# mg_ppm	milligramsPerKilogram	magnesium ppm  in soil
# field_section		section of the field sampled
# n_treatment		nitrogen treatment of given split plot
# est_cec	milliEquivalentsPerHundredGram	Cation exchange capacity in meq/100g soil
# om_percent	gramsPerHectogram	organic matter percent
# wi_plot_id		Arlington Wisconsin site's plot identifier
# comments		notes
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
year,sample_date,site,treatment,replicate,campaign,top_depth_cm,bottom_depth_cm,ph,lime_index,p_ppm,k_ppm,ca_ppm,mg_ppm,field_section,n_treatment,est_cec,om_percent,wi_plot_id,comments
#,,,,,,centimeter,centimeter,dimensionless,,milligramsPerKilogram,milligramsPerKilogram,milligramsPerKilogram,milligramsPerKilogram,,,milliEquivalentsPerHundredGram,gramsPerHectogram,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R2,deep core sampling,50,100,5.2,73.0,38.0,21.0,214.0,16.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R2,deep core sampling,0,10,5.1,67.0,20.0,74.0,519.0,65.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R3,deep core sampling,50,100,5.0,69.0,34.0,49.0,505.0,114.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R3,deep core sampling,25,50,4.9,64.0,27.0,90.0,1054.0,188.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R3,deep core sampling,10,25,4.9,65.0,11.0,43.0,441.0,57.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R3,deep core sampling,0,10,4.9,65.0,16.0,112.0,479.0,74.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R4,deep core sampling,0,10,5.8,69.0,45.0,128.0,626.0,91.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R4,deep core sampling,10,25,5.5,69.0,24.0,105.0,853.0,131.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R4,deep core sampling,50,100,5.2,69.0,23.0,62.0,754.0,134.0,entire plot,control,,,,
2013,2013-11-14,Michigan South - Lux Arbor Reserve,G9,R4,deep core sampling,25,50,5.1,66.0,22.0,110.0,1311.0,226.0,entire plot,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R1,surface sampling,0,22,5.3,65.0,15.0,80.0,635.0,93.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R1,surface sampling,0,22,5.3,66.0,15.0,91.0,759.0,99.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R2,surface sampling,0,22,5.2,66.0,15.0,102.0,712.0,95.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R2,surface sampling,0,22,5.3,66.0,13.0,81.0,762.0,100.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R3,surface sampling,0,22,5.3,66.0,15.0,66.0,730.0,110.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R3,surface sampling,0,22,5.3,66.0,13.0,65.0,750.0,105.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R4,surface sampling,0,22,5.1,65.0,11.0,83.0,654.0,99.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G10,R4,surface sampling,0,22,5.3,66.0,11.0,91.0,769.0,129.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R1,surface sampling,0,22,5.4,65.0,27.0,136.0,540.0,68.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R1,surface sampling,0,22,5.3,66.0,25.0,117.0,579.0,71.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R2,surface sampling,0,22,5.5,66.0,23.0,90.0,717.0,78.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R2,surface sampling,0,22,5.5,65.0,27.0,81.0,702.0,101.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R3,surface sampling,0,22,5.2,62.0,22.0,60.0,725.0,119.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R3,surface sampling,0,22,5.4,65.0,12.0,98.0,738.0,120.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R4,surface sampling,0,22,5.5,65.0,7.0,97.0,774.0,125.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G11,R4,surface sampling,0,22,5.6,65.0,8.0,76.0,832.0,130.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R1,surface sampling,0,22,5.3,66.0,25.0,53.0,612.0,60.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R1,surface sampling,0,22,5.4,66.0,34.0,52.0,674.0,81.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R2,surface sampling,0,22,5.2,65.0,15.0,64.0,603.0,63.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R2,surface sampling,0,22,5.3,65.0,12.0,60.0,629.0,66.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R3,surface sampling,0,22,5.2,65.0,11.0,73.0,638.0,86.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R3,surface sampling,0,22,5.2,66.0,15.0,96.0,655.0,85.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R4,surface sampling,0,22,5.2,64.0,9.0,49.0,680.0,99.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G5,R4,surface sampling,0,22,5.3,66.0,12.0,52.0,845.0,111.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R1,surface sampling,0,22,5.2,65.0,17.0,68.0,642.0,82.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R1,surface sampling,0,22,5.2,63.0,32.0,99.0,398.0,48.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R2,surface sampling,0,22,5.4,66.0,28.0,123.0,739.0,87.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R2,surface sampling,0,22,5.2,65.0,28.0,70.0,526.0,64.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R3,surface sampling,0,22,5.1,66.0,12.0,66.0,733.0,104.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R3,surface sampling,0,22,5.0,64.0,15.0,83.0,627.0,82.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R4,surface sampling,0,22,5.2,65.0,12.0,52.0,633.0,82.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G6,R4,surface sampling,0,22,5.1,64.0,11.0,54.0,552.0,76.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R1,surface sampling,0,22,5.3,65.0,15.0,75.0,712.0,91.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R1,surface sampling,0,22,5.3,65.0,15.0,107.0,769.0,104.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R2,surface sampling,0,22,5.4,66.0,9.0,74.0,827.0,109.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R2,surface sampling,0,22,5.3,66.0,10.0,68.0,731.0,96.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R3,surface sampling,0,22,5.2,64.0,35.0,196.0,770.0,97.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R3,surface sampling,0,22,5.4,65.0,23.0,135.0,818.0,103.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R4,surface sampling,0,22,5.3,66.0,10.0,69.0,848.0,137.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G7,R4,surface sampling,0,22,5.3,66.0,8.0,78.0,701.0,113.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G8,R1,surface sampling,0,22,5.2,66.0,17.0,96.0,669.0,90.0,entire plot,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G8,R2,surface sampling,0,22,5.1,64.0,16.0,87.0,875.0,124.0,entire plot,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G8,R3,surface sampling,0,22,5.2,64.0,15.0,80.0,672.0,86.0,entire plot,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G8,R4,surface sampling,0,22,5.2,65.0,15.0,52.0,681.0,103.0,entire plot,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R1,surface sampling,0,22,5.2,65.0,25.0,78.0,420.0,55.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R1,surface sampling,0,22,5.2,64.0,20.0,84.0,486.0,62.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R2,surface sampling,0,22,5.3,66.0,19.0,73.0,786.0,94.0,east,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R2,surface sampling,0,22,5.2,66.0,16.0,61.0,782.0,97.0,west,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R3,surface sampling,0,22,5.3,65.0,12.0,121.0,662.0,92.0,east,plus_n,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R3,surface sampling,0,22,5.2,65.0,12.0,91.0,560.0,75.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R4,surface sampling,0,22,5.4,68.0,19.0,91.0,722.0,97.0,west,control,,,,
2015,2015-11-10,Michigan South - Lux Arbor Reserve,G9,R4,surface sampling,0,22,5.4,67.0,22.0,103.0,698.0,97.0,east,plus_n,,,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G10,R1,surface sampling,0,15,6.6,72.0,10.0,75.0,708.0,131.0,east,plus_n,,3.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G10,R1,surface sampling,0,15,6.8,0.0,14.0,80.0,641.0,129.0,west,control,,2.4,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G10,R2,surface sampling,0,15,6.8,0.0,12.0,84.0,726.0,134.0,west,control,,2.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G10,R2,surface sampling,0,15,6.8,0.0,13.0,102.0,795.0,156.0,east,plus_n,,2.2,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G10,R3,surface sampling,0,15,6.8,0.0,12.0,79.0,798.0,147.0,east,plus_n,,2.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G10,R3,surface sampling,0,15,6.8,0.0,18.0,71.0,789.0,140.0,west,control,,2.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G10,R4,surface sampling,0,15,6.4,70.0,20.0,87.0,692.0,147.0,east,plus_n,,2.4,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G10,R4,surface sampling,0,15,6.8,0.0,10.0,84.0,762.0,159.0,west,control,,2.6,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G11,R1,surface sampling,0,15,7.1,0.0,29.0,175.0,624.0,133.0,west,plus_n,,2.6,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G11,R1,surface sampling,0,15,6.8,0.0,32.0,161.0,661.0,136.0,east,control,,2.9,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G11,R2,surface sampling,0,15,6.8,0.0,25.0,69.0,680.0,118.0,west,control,,2.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G11,R2,surface sampling,0,15,6.6,72.0,24.0,85.0,755.0,141.0,east,plus_n,,2.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G11,R3,surface sampling,0,15,7.0,0.0,15.0,104.0,856.0,176.0,west,plus_n,,2.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G11,R3,surface sampling,0,15,6.5,71.0,20.0,100.0,1312.0,189.0,east,control,,2.0,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G11,R4,surface sampling,0,15,7.3,0.0,11.0,106.0,975.0,218.0,west,plus_n,,3.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G11,R4,surface sampling,0,15,6.9,0.0,12.0,78.0,924.0,231.0,east,control,,2.5,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G5,R1,surface sampling,0,15,7.1,0.0,31.0,45.0,790.0,103.0,west,plus_n,,2.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G5,R1,surface sampling,0,15,6.6,71.0,20.0,55.0,659.0,108.0,east,control,,2.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G5,R2,surface sampling,0,15,7.1,0.0,12.0,52.0,717.0,112.0,west,control,,2.9,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G5,R2,surface sampling,0,15,6.3,72.0,16.0,57.0,639.0,95.0,east,plus_n,,2.8,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G5,R3,surface sampling,0,15,6.7,72.0,11.0,70.0,688.0,116.0,west,plus_n,,2.4,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G5,R3,surface sampling,0,15,6.6,71.0,13.0,80.0,643.0,119.0,east,control,,2.8,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G5,R4,surface sampling,0,15,6.7,73.0,9.0,54.0,770.0,118.0,west,plus_n,,2.9,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G5,R4,surface sampling,0,15,6.3,70.0,8.0,50.0,666.0,113.0,east,control,,2.3,,
2017,2017-11-08,Michigan South - Lux Arbor Reserve,G6,R1,surface sampling,0,15,6.9,0.0,31.0,59.0,479.0,94.0,west,plus_n,,1.6,,
2017,2017-11-08,Michigan South - Lux Arbor Reserve,G6,R1,surface sampling,0,15,6.5,71.0,15.0,68.0,753.0,135.0,east,control,,2.1,,
2017,2017-11-08,Michigan South - Lux Arbor Reserve,G6,R2,surface sampling,0,15,7.0,0.0,25.0,58.0,616.0,113.0,west,plus_n,,2.2,,
2017,2017-11-08,Michigan South - Lux Arbor Reserve,G6,R2,surface sampling,0,15,6.7,73.0,23.0,97.0,850.0,138.0,east,control,,2.1,,
2017,2017-11-08,Michigan South - Lux Arbor Reserve,G6,R3,surface sampling,0,15,6.5,71.0,13.0,59.0,700.0,125.0,east,plus_n,,2.6,,
2017,2017-11-08,Michigan South - Lux Arbor Reserve,G6,R3,surface sampling,0,15,6.9,0.0,11.0,60.0,760.0,135.0,west,control,,2.3,,
2017,2017-11-08,Michigan South - Lux Arbor Reserve,G6,R4,surface sampling,0,15,6.8,0.0,11.0,51.0,681.0,122.0,west,plus_n,,2.5,,
2017,2017-11-08,Michigan South - Lux Arbor Reserve,G6,R4,surface sampling,0,15,6.5,72.0,11.0,47.0,609.0,102.0,east,control,,3.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G7,R1,surface sampling,0,15,6.7,71.0,14.0,100.0,828.0,166.0,east,plus_n,,2.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G7,R1,surface sampling,0,15,6.8,0.0,14.0,73.0,738.0,139.0,west,control,,2.6,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G7,R2,surface sampling,0,15,7.1,0.0,9.0,65.0,776.0,126.0,east,control,,2.1,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G7,R2,surface sampling,0,15,6.6,71.0,7.0,68.0,806.0,137.0,west,plus_n,,1.9,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G7,R3,surface sampling,0,15,6.3,71.0,31.0,165.0,867.0,151.0,west,control,,2.7,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G7,R3,surface sampling,0,15,6.9,0.0,20.0,115.0,792.0,130.0,east,plus_n,,2.8,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G7,R4,surface sampling,0,15,6.9,0.0,9.0,74.0,854.0,152.0,east,control,,1.8,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G7,R4,surface sampling,0,15,6.6,71.0,12.0,76.0,943.0,171.0,west,plus_n,,2.4,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G8,R1,surface sampling,0,15,7.1,0.0,18.0,92.0,751.0,156.0,east,control,,2.4,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G8,R1,surface sampling,0,15,6.6,73.0,11.0,73.0,765.0,144.0,west,plus_n,,2.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G8,R2,surface sampling,0,15,6.8,0.0,19.0,80.0,834.0,154.0,east,plus_n,,3.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G8,R2,surface sampling,0,15,6.4,70.0,19.0,93.0,779.0,147.0,west,control,,2.0,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G8,R3,surface sampling,0,15,6.5,72.0,16.0,96.0,741.0,131.0,west,control,,2.8,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G8,R3,surface sampling,0,15,7.1,0.0,13.0,70.0,680.0,135.0,east,plus_n,,2.0,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G8,R4,surface sampling,0,15,6.7,72.0,16.0,61.0,613.0,123.0,west,plus_n,,1.5,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G8,R4,surface sampling,0,15,6.9,0.0,16.0,63.0,783.0,152.0,east,control,,1.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G9,R1,surface sampling,0,15,7.1,0.0,20.0,89.0,611.0,139.0,east,plus_n,,2.6,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G9,R1,surface sampling,0,15,6.5,72.0,26.0,71.0,495.0,104.0,west,control,,2.0,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G9,R2,surface sampling,0,15,6.5,71.0,17.0,68.0,807.0,140.0,west,plus_n,,2.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G9,R2,surface sampling,0,15,7.2,0.0,20.0,82.0,868.0,144.0,east,control,,2.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G9,R3,surface sampling,0,15,6.6,72.0,11.0,98.0,748.0,143.0,east,plus_n,,2.6,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G9,R3,surface sampling,0,15,7.0,0.0,14.0,110.0,682.0,150.0,west,control,,2.6,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G9,R4,surface sampling,0,15,6.9,0.0,20.0,101.0,799.0,144.0,west,control,,2.3,,
2017,2017-11-03,Michigan South - Lux Arbor Reserve,G9,R4,surface sampling,0,15,6.6,71.0,14.0,79.0,711.0,135.0,east,plus_n,,2.6,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G10,R1,surface sampling,0,25,5.8,68.0,22.0,57.0,700.0,122.0,west,control,7.06282,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G10,R1,surface sampling,0,25,5.8,68.0,18.0,47.0,648.0,122.0,east,plus_n,6.77718,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G10,R2,surface sampling,0,25,5.6,67.0,16.0,62.0,618.0,107.0,east,plus_n,7.74064,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G10,R2,surface sampling,0,25,6.0,68.0,18.0,77.0,796.0,164.0,west,control,7.9441,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G10,R3,surface sampling,0,25,5.8,68.0,17.0,65.0,809.0,146.0,west,control,7.82833,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G10,R3,surface sampling,0,25,5.8,68.0,18.0,61.0,681.0,125.0,east,plus_n,7.00308,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G10,R4,surface sampling,0,25,6.0,68.0,14.0,51.0,736.0,154.0,west,control,7.4941,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G10,R4,surface sampling,0,25,5.5,66.0,15.0,62.0,603.0,122.0,east,plus_n,8.99064,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G11,R1,surface sampling,0,25,5.9,67.0,28.0,91.0,647.0,120.0,east,control,8.06833,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G11,R1,surface sampling,0,25,5.9,67.0,38.0,96.0,644.0,143.0,west,plus_n,8.25782,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G11,R2,surface sampling,0,25,5.9,68.0,30.0,54.0,701.0,118.0,east,plus_n,7.02679,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G11,R2,surface sampling,0,25,5.8,67.0,34.0,53.0,678.0,112.0,west,control,8.05923,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G11,R3,surface sampling,0,25,5.4,65.0,26.0,61.0,724.0,143.0,east,control,10.9681,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G11,R3,surface sampling,0,25,5.6,67.0,22.0,83.0,836.0,170.0,west,plus_n,9.40949,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G11,R4,surface sampling,0,25,6.1,68.0,14.0,73.0,893.0,205.0,east,control,8.76051,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G11,R4,surface sampling,0,25,5.8,68.0,14.0,59.0,834.0,165.0,west,plus_n,8.09628,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R1,surface sampling,0,25,6.0,69.0,32.0,52.0,809.0,123.0,east,control,6.40333,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R1,surface sampling,0,25,5.6,68.0,21.0,48.0,657.0,95.0,rainout,plus_n,6.59974,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R1,surface sampling,0,25,6.1,70.0,42.0,41.0,910.0,89.0,west,plus_n,5.39679,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R2,surface sampling,0,25,5.5,67.0,21.0,56.0,756.0,109.0,rainout,plus_n,8.43192,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R2,surface sampling,0,25,5.5,67.0,23.0,45.0,669.0,93.0,east,plus_n,7.83538,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R2,surface sampling,0,25,5.8,68.0,22.0,49.0,753.0,111.0,west,control,7.21564,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R3,surface sampling,0,25,5.7,68.0,21.0,73.0,711.0,126.0,east,control,7.19218,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R3,surface sampling,0,25,5.6,68.0,16.0,63.0,772.0,127.0,rainout,plus_n,7.47987,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R3,surface sampling,0,25,5.6,68.0,22.0,63.0,710.0,129.0,west,plus_n,7.18654,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R4,surface sampling,0,25,5.5,68.0,19.0,64.0,1009.0,162.0,rainout,plus_n,8.9591,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R4,surface sampling,0,25,5.7,69.0,17.0,60.0,955.0,134.0,east,control,7.24551,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G5,R4,surface sampling,0,25,5.5,68.0,15.0,54.0,804.0,133.0,west,plus_n,7.66679,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G6,R1,surface sampling,0,25,5.4,68.0,26.0,61.0,856.0,139.0,east,control,7.99474,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G6,R1,surface sampling,0,25,5.5,68.0,38.0,37.0,469.0,80.0,west,plus_n,5.50654,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G6,R2,surface sampling,0,25,6.0,69.0,30.0,82.0,906.0,140.0,east,control,7.10692,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G6,R2,surface sampling,0,25,5.7,68.0,29.0,39.0,627.0,103.0,west,plus_n,6.49333,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G6,R3,surface sampling,0,25,5.6,68.0,20.0,57.0,751.0,121.0,east,plus_n,7.30949,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G6,R3,surface sampling,0,25,5.6,68.0,18.0,69.0,924.0,152.0,west,control,8.46359,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G6,R4,surface sampling,0,25,5.6,68.0,20.0,48.0,676.0,111.0,east,control,6.82808,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G6,R4,surface sampling,0,25,5.6,69.0,19.0,57.0,829.0,139.0,west,plus_n,6.64949,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G7,R1,surface sampling,0,25,5.5,68.0,19.0,90.0,900.0,156.0,east,plus_n,8.43077,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G7,R1,surface sampling,0,25,5.6,68.0,17.0,67.0,848.0,142.0,west,control,7.99513,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G7,R2,surface sampling,0,25,5.7,69.0,12.0,57.0,817.0,126.0,east,control,6.48115,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G7,R2,surface sampling,0,25,5.6,69.0,13.0,62.0,971.0,147.0,west,plus_n,7.43897,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G7,R3,surface sampling,0,25,5.6,67.0,31.0,88.0,897.0,158.0,east,plus_n,9.62731,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G7,R3,surface sampling,0,25,5.6,67.0,35.0,123.0,838.0,145.0,west,control,9.31372,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G7,R4,surface sampling,0,25,5.5,68.0,16.0,75.0,1108.0,200.0,west,plus_n,9.79897,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G7,R4,surface sampling,0,25,5.8,69.0,14.0,50.0,736.0,132.0,east,control,6.10821,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G8,R1,surface sampling,0,25,5.7,69.0,15.0,65.0,1046.0,180.0,west,plus_n,8.09667,,,
2018,2018-11-20,Michigan South - Lux Arbor Reserve,G8,R1,surface sampling,0,25,5.8,69.0,20.0,76.0,871.0,167.0,east,control,7.14154,,,
